index,comment,n_star,date_time,label,clean_comment,GENERAL,SCREEN,CAMERA,FEATURES,BATTERY,PERFORMANCE,STORAGE,DESIGN,PRICE,SER&ACC
2801,Mọi thứ đều tốt . Màn hình đẹp. Sạc quá nhanh. Chip quá mạnh. Cảm ứng nhạy. Máy ok,5,2/7/2020,{SCREEN#Positive};{FEATURES#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};,mọi thứ đều tốt màn hình đẹp sạc quá nhanh chip quá mạnh cảm ứng nhạy máy ok,positive,positive,none,positive,positive,positive,none,none,none,none
2802,"Máy ở ngoài đẹp hơn trong hình rất nhiều,nhân viên vui vẻ tư vấn nhiệt tình.Được giảm khuyến mãi kèm khách hàng thân thiết nên được giảm thêm máy chưa tới 5tr bản 6/128.Máy ngon không có gì để chê.Pin hôm qua mua về là 40% xài tới hôm nay còn 12%,xài quài mà k hết để sạc.Camera sắc nét,chiến game bao mượt,k nóng máy như lời đồn.Nếu còn đang phân vân thì hãy mua lẹ k thui hết khuyến mãi",5,14/07/2020,{CAMERA#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{DESIGN#Positive};{PRICE#Positive};{SER&ACC#Positive};,máy ở ngoài đẹp hơn trong hình rất nhiều nhân viên vui vẻ tư vấn nhiệt tình được giảm khuyến mãi kèm khách hàng thân thiết nên được giảm thêm máy chưa tới 5tr bản 6 128 máy ngon không có gì để chê pin hôm qua mua về là 40 xài tới hôm nay còn 12 xài quài mà không hết để sạc camera sắc nét chiến game bao mượt không nóng máy như lời đồn nếu còn đang phân vân thì hãy mua lẹ không thui hết khuyến mãi,none,none,positive,none,positive,positive,none,positive,positive,positive
2803,Sau 20 ngày sử dụng thì thấy pin cũng trâu (chơi game cả ngày còn 5%) sạc thì tầm 2tiếng trở lại là đầy. Camera không đẹp lắm. Camera cũng hay bị lỗi nên hơi bất tiện. Hong biết có ai bị giống em không khi chơi Pubg thì phím điều hướng không tắt cứ hiện lên làm khó thao tác phải tắt màn hình mở lại nên hơi khó chịu...,4,4/8/2020,{CAMERA#Negative};{FEATURES#Negative};{BATTERY#Positive};,sau 20 ngày sử dụng thì thấy pin cũng trâu chơi game cả ngày còn 5 sạc thì tầm 2tiếng trở lại là đầy camera không đẹp lắm camera cũng hay bị lỗi nên hơi bất tiện hong biết có ai bị giống em không khi chơi pubg thì phím điều hướng không tắt cứ hiện lên làm khó thao tác phải tắt màn hình mở lại nên hơi khó chịu,none,none,negative,negative,positive,none,none,none,none,none
2804,"Mấy ảnh chị nhân viên tư vấn tốt lắm luôn í. Máy dùng rất ok ,cam đẹp,sạc nhanh lắm luôn,...",5,9/8/2020,{CAMERA#Positive};{BATTERY#Positive};{GENERAL#Positive};{SER&ACC#Positive};,mấy ảnh chị nhân viên tư vấn tốt lắm luôn í máy dùng rất ok cam đẹp sạc nhanh lắm luôn,positive,none,positive,none,positive,none,none,none,none,positive
2805,"Điện Thoại rất oke nha , cái vân tay anh em mới nhận về thiết lập vân tay đừng đổi hiệu ứng vân tay là xài ngon luôn nhé 
còn anh em nào đổi hiệu ứng vân tay thì xác định phải đè rất lâu mới có thể mở khóa điện thoại 
Tóm Tắt : KHÔNG NÊN THAY ĐỔI KIỂU HIỆU ỨNG VÂN TAY , NẾU THAY ĐỔI SẼ LÀM CHO VÂN TAY KHÔNG CÒN NHẠY NỮA :))",5,7/7/2020,{FEATURES#Neutral};{GENERAL#Positive};,điện thoại rất ok nha cái vân tay anh em mới nhận về thiết lập vân tay đừng đổi hiệu ứng vân tay là xài ngon luôn nhé còn anh em nào đổi hiệu ứng vân tay thì xác định phải đè rất lâu mới có thể mở khóa điện thoại tóm tắt không nên thay đổi kiểu hiệu ứng vân tay nếu thay đổi sẽ làm cho vân tay không còn nhạy nữa tốt,positive,none,none,neutral,none,none,none,none,none,none
2806,"Cảm nhận sau ngày đầu, máy mượt, cấu hình mạnh, pin trâu, camera đẹp và ảo diệu, chơi game đồ họa cao hơi giật lag, với giá phân khúc thị trường này hợp lý và phù hợp. Tôi thấy rất OK",5,4/3/2019,{CAMERA#Positive};{BATTERY#Positive};{PERFORMANCE#Neutral};{PRICE#Positive};{GENERAL#Positive};{OTHERS};,cảm nhận sau ngày đầu máy mượt cấu hình mạnh pin trâu camera đẹp và ảo diệu chơi game đồ họa cao hơi giật lag với giá phân khúc thị trường này hợp lý và phù hợp tôi thấy rất ok,positive,none,positive,none,positive,neutral,none,none,positive,none
2807,"Máy a71 tôi mới mua mấy hôm, máy cập nhật phần mềm xong chức năng ổn định video của máy không còn nữa, vậy có phải lỗi của nhà sản xuất không ? Tôi có thể đổi máy khác không ? 
Tôi mua vì nó có chức năng ổn định video mà bây giờ chức năng đó không sử dụng được! 
Mong thegioididong trả lời sớm giúp!!",1,1 tuần trước,{FEATURES#Neutral};{OTHERS};,máy a71 tôi mới mua mấy hôm máy cập nhật phần mềm xong chức năng ổn định video của máy không còn nữa vậy có phải lỗi của nhà sản xuất không tôi có thể đổi máy khác không tôi mua vì nó có chức năng ổn định video mà bây giờ chức năng đó không sử dụng được mong thegioididong trả lời sớm giúp,none,none,none,neutral,none,none,none,none,none,none
2808,"Mọi thứ ổn, nhân viên thân thiện nhiệt tình. Duy nhất có điểm ko tốt là bắt sóng Wifi kém",4,18/07/2020,{FEATURES#Negative};{GENERAL#Positive};{SER&ACC#Positive};,mọi thứ ổn nhân viên thân thiện nhiệt tình duy nhất có điểm không tốt là bắt sóng wifi kém,positive,none,none,negative,none,none,none,none,none,positive
2809,Riêng hãng oppo k bao giờ mua. Chơi game k ra gì lag giật như gì.,1,2 tuần trước,{PERFORMANCE#Negative};{SER&ACC#Negative};,riêng hãng oppo không bao giờ mua chơi game không ra gì lag giật như gì,none,none,none,none,none,negative,none,none,none,negative
2810,Mình đọc qua thì toàn nhận xét dựng. Nào là nhận diện khuôn mặt. Máy dùng hơn tháng. Đọc xong k biết đường lần,5,4/3/2020,{OTHERS};,mình đọc qua thì toàn nhận xét dựng nào là nhận diện khuôn mặt máy dùng hơn tháng đọc xong không biết đường lần,none,none,none,none,none,none,none,none,none,none
2811,Máy sài rất tuyệt sài mượt và rất ưng ý chế độ đếm bước nhắc nhở uống nước em rất ưng ý ạ,5,20/04/2020,{FEATURES#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};,máy xài rất tuyệt xài mượt và rất ưng ý chế độ đếm bước nhắc nhở uống nước em rất ưng ý ạ,positive,none,none,positive,none,positive,none,none,none,none
2812,Kb do mình hay do máy mà pin tụt nhanh. Lúc đầu bt lâu lâu tụt nhah r lại bt. Moi xài dc tầm 4 tháng mà h pin tụ nhah dung lượng tối đa là 99% pin,2,22/07/2020,{BATTERY#Negative};,kb do mình hay do máy mà pin tụt nhanh lúc đầu bình thường lâu lâu tụt nhah rồi lại bình thường moi xài được tầm 4 tháng mà giờ pin tụ nhah dung lượng tối đa là 99 pin,none,none,none,none,negative,none,none,none,none,none
2813,"Máy mua được gần 1 tháng, sạc pin rất nhanh, mượt lắm ko có bị tuột pin nhanh như mọi người nghĩ đâu. Xứng đáng đồng tiền bát gạo",5,21/02/2020,{BATTERY#Positive};{PRICE#Positive};{OTHERS};,máy mua được gần 1 tháng sạc pin rất nhanh mượt lắm không có bị tuột pin nhanh như mọi người nghĩ đâu xứng đáng đồng tiền bát gạo,none,none,none,none,positive,none,none,none,positive,none
2814,Điện thoại vẫn còn trong thời gian bảo hành nhưng bị bể kính của camera sau thì thay bên mình có tốn tiền không?,3,23/07/2020,{OTHERS};,điện thoại vẫn còn trong thời gian bảo hành nhưng bị bể kính của camera sau thì thay bên mình có tốn tiền không,none,none,none,none,none,none,none,none,none,none
2815,"Máy mượt, cầm đầm tay, màn hình cong coi phim rất sướng. Camera thì khỏi bàn vì nó quá đẹp, do ko chơi game nên máy mình dùng đến tối mới sạc nên với nhu cầu mình là ok",5,1 ngày trước,{SCREEN#Positive};{CAMERA#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{DESIGN#Positive};,máy mượt cầm đầm tay màn hình cong coi phim rất sướng camera thì khỏi bàn vì nó quá đẹp do không chơi game nên máy mình dùng đến tối mới sạc nên với nhu cầu mình là ok,none,positive,positive,none,positive,positive,none,positive,none,none
2816,"Sản phẩm tốt khi sử dụng lướt net, du lịch. Máy có cấu hình ổn so với giá tầm trung.",5,13/01/2020,{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Positive};,sản phẩm tốt khi sử dụng lướt net du lịch máy có cấu hình ổn so với giá tầm trung,positive,none,none,none,none,positive,none,none,neutral,none
2817,Mình rất hài lòng cho dòng sản phẩm này. Ram 2GB nhưng vào game thì rất ok. Và pin trâu nữa,5,20/10/2019,{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};,mình rất hài lòng cho dòng sản phẩm này ram 2gb nhưng vào game thì rất ok và pin trâu nữa,positive,none,none,none,positive,positive,none,none,none,none
2818,Dùng đc 4 ngày rồi. Máy hơi bị giật và hơi lag. Máy ko hay bị nóng. Sp đẹp chất lượng nhé. Nhân viên hỗ trợ nhiệt tình. 5sao🤗🤗,5,4/5/2019,{PERFORMANCE#Negative};{DESIGN#Positive};{GENERAL#Positive};{SER&ACC#Positive};{OTHERS};,dùng được 4 ngày rồi máy hơi bị giật và hơi lag máy không hay bị nóng sản phẩm đẹp chất lượng nhé nhân viên hỗ trợ nhiệt tình 5sao,positive,none,none,none,none,negative,none,positive,none,positive
2819,"Quá tốt. Hàng việt nam chất lượng cao, ổn định sử dụng lâu dài. Hiệu năng tốt khi sử dụng",5,24/04/2020,{PERFORMANCE#Positive};{GENERAL#Positive};{SER&ACC#Positive};,quá tốt hàng việt nam chất lượng cao ổn định sử dụng lâu dài hiệu năng tốt khi sử dụng,positive,none,none,none,none,positive,none,none,none,positive
2820,Sài ổn pin trâu sạc nhanh nhưng ứng dụng của oppo phiền phức chết đi đc giúp thì ít nhây thì nhiều,5,5/2/2020,{BATTERY#Positive};{PERFORMANCE#Negative};{GENERAL#Positive};,xài ổn pin trâu sạc nhanh nhưng ứng dụng của oppo phiền phức chết đi được giúp thì ít nhây thì nhiều,positive,none,none,none,positive,negative,none,none,none,none
2821,"Mình mới mua hàng hôm qua, không biết có phải máy bị lỗi hay sao mà camera của nó cứ bị ám vàng ý ạ?",3,8/4/2020,{CAMERA#Negative};{OTHERS};,mình mới mua hàng hôm qua không biết có phải máy bị lỗi hay sao mà camera của nó cứ bị ám vàng ý ạ,none,none,negative,none,none,none,none,none,none,none
2822,"Mới mua được 2 ngày
Dịch vụ tốt, tư vấn nhiệt tình
Mk thì chỉ chơi liên quân thôi nhưng thấy ổn khá mượt, sạc cũng nhanh pin khỏe
Có điều màn hình cảm ứng ko được nhạy, mk chạm mở khóa mà lúc dc lúc ko chụp ảnh thì cũng không được đẹp lắm, 4g sd tốt, điện thoại này chỉ thik hợp vs ai dùng chơi game thui còn chụp choẹt thì chắc phải suy nghĩ dòng khác
Nói chung trong tầm giá như vậy là thấy ổn rồi",4,14/08/2020,{CAMERA#Negative};{FEATURES#Negative};{BATTERY#Positive};{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Positive};{SER&ACC#Positive};{OTHERS};,mới mua được 2 ngày dịch vụ tốt tư vấn nhiệt tình mình thì chỉ chơi liên quân thôi nhưng thấy ổn khá mượt sạc cũng nhanh pin khỏe có điều màn hình cảm ứng không được nhạy mình chạm mở khóa mà lúc được lúc không chụp ảnh thì cũng không được đẹp lắm 4g sử dụng tốt điện thoại này chỉ thích hợp với ai dùng chơi game thui còn chụp choẹt thì chắc phải suy nghĩ dòng khác nói chung trong tầm giá như vậy là thấy ổn rồi,positive,none,negative,negative,positive,positive,none,none,neutral,positive
2823,Máy mượt pin ổn. Mới mua hôm sáng. Còn về sau không biết ra sao. Hợp lý với giá tiền,5,2 tuần trước,{BATTERY#Positive};{PERFORMANCE#Positive};{PRICE#Positive};{OTHERS};,máy mượt pin ổn mới mua hôm sáng còn về sau không biết ra sao hợp lý với giá tiền,none,none,none,none,positive,positive,none,none,positive,none
2824,"Pin trâu bò , dùng cả ngày lướt lướt hao có 20% pin , phân khúc giá rẻ màn hình thì oke cam ổn các ông còn muốn thế nào nữa",5,13/04/2020,{SCREEN#Positive};{CAMERA#Positive};{BATTERY#Positive};{PRICE#Positive};{OTHERS};,pin trâu bò dùng cả ngày lướt lướt hao có 20 pin phân khúc giá rẻ màn hình thì ok cam ổn các ông còn muốn thế nào nữa,none,positive,positive,none,positive,none,none,none,positive,none
2825,"Hình thức đẹp, chụp ảnh đẹp,chụp ban đêm đẹp , sắc nét, pin dùng lâu ,có sạc nhanh ,OK",5,14/06/2020,{CAMERA#Positive};{BATTERY#Positive};{STORAGE#Positive};{GENERAL#Positive};,hình thức đẹp chụp ảnh đẹp chụp ban đêm đẹp sắc nét pin dùng lâu có sạc nhanh ok,positive,none,positive,none,positive,none,positive,none,none,none
2826,"Máy tốt mọi thứ đều ổn .....có điều chơi game bằng 4g hơi bị tốn pin với lại để không nó cũng bị sụt pin ,,,,còn lại mọi thứ thì oke một ❤️",5,29/06/2019,{BATTERY#Negative};{PERFORMANCE#Negative};{GENERAL#Positive};,máy tốt mọi thứ đều ổn có điều chơi game bằng 4g hơi bị tốn pin với lại để không nó cũng bị sụt pin còn lại mọi thứ thì ok một rất tốt,positive,none,none,none,negative,negative,none,none,none,none
2827,"Máy rất ưng ý, tuyệt vời nhưng có cách nào giúp nó selfie không bị ngược ảnh không ạ",5,13/11/2019,{CAMERA#Negative};{GENERAL#Positive};,máy rất ưng ý tuyệt vời nhưng có cách nào giúp nó selfie không bị ngược ảnh không ạ,positive,none,negative,none,none,none,none,none,none,none
2828,đã dùng đk 4 tháng ko có lỗi gì.chơi game ngon..điểm trừ .hơi nặng cầm lâu mỏi tay .màn hình chưa đẹp .rung nhẹ ..cam bình thường .mua để chơi game thì ok..,5,25/01/2020,{SCREEN#Negative};{CAMERA#Neutral};{PERFORMANCE#Positive};{DESIGN#Negative};{GENERAL#Neutral};{OTHERS};,đã dùng được 4 tháng không có lỗi gì chơi game ngon điểm trừ hơi nặng cầm lâu mỏi tay màn hình chưa đẹp rung nhẹ cam bình thường mua để chơi game thì ok,neutral,negative,neutral,none,none,positive,none,negative,none,none
2829,"Sài qua nhiều dòng máy . Cốt yếu cuối cùng máy cũng nghe gọi fb chụp hình . đánh giá sơ em Samsung A71 chup hình cũng đẹp mẫu mã ok . chỉ có điều pin ko lâu , sau 1 ngày sd quay về lại con huweil y9prime . chưa dc sd những dòng huweil cao cấp hơn ko biết .",4,28/03/2020,{CAMERA#Positive};{BATTERY#Negative};{DESIGN#Positive};{OTHERS};,xài qua nhiều dòng máy cốt yếu cuối cùng máy cũng nghe gọi fb chụp hình đánh giá sơ em samsung a71 chup hình cũng đẹp mẫu mã ok chỉ có điều pin không lâu sau 1 ngày sử dụng quay về lại con huweil y9prime chưa được sử dụng những dòng huweil cao cấp hơn không biết,none,none,positive,none,negative,none,none,positive,none,none
